identificador;nombre;tipoMonumento;identificadorBienInteresCultural;calle;clasificacion;tipoConstruccion;codigoPostal;Descripcion;periodoHistorico;coordenadas_latitud;coordenadas_longitud;poblacion_provincia;poblacion_municipio;poblacion_localidad;pto_geolocalizado;poblacion;coordenadas
25531;Monasterio convento de Santa Ana;Monasterios;559;Plaza Santa Ana s/n;Arquitectura Religiosa;Monasterio / Convento;5001;"<p align=""justify"">Las obras de la primitiva construcci&oacute;n cisterciense finalizan hacia 1350. En la segunda mitad del S.XVI se llevar&aacute;n a cabo importantes reformas, quedando poco del primitivo monasterio. Del monasterio destaca el claustro de tres alturas, concluido en 1596 y &uacute;nico con esta altura de su &eacute;poca. El aspecto exterior del conjunto es de gran austeridad, sobresaliendo una robusta espada&ntilde;a de ladrillo.</p>
<p align=""justify"">La iglesia es de nave &uacute;nica cubierta con b&oacute;veda ba&iacute;da de tres cuerpos, divididos por arcos gran&iacute;ticos de medio punto. La cabecera se cubre con c&uacute;pula rebajada de media naranja y veinte nervios. En los primeros a&ntilde;os del S.XVII se ampliar&aacute; el coro, siguiendo las trazas de la escuela de Francisco de Mora. Destacar el retablo del tallista Manuel Escobado (finales del S.XVIII). Muy querido por la reina Isabel de Castilla, en &eacute;l pasar&aacute;n largas temporadas la emperatriz Isabel y su hijo Felipe II en su ni&ntilde;ez, y despu&eacute;s Felipe III con su esposa.</p>";Edad Moderna;40.656203;-4.690033;Ávila;Ávila;Ávila;40.656203,-4.690033;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.656203"", ""longitud"": ""-4.690033""}"
25574;Monasterio de San Miguel de Las Dueñas;Monasterios;4623;Ctra. Nacional VI;Arquitectura Religiosa;Monasterio / Convento;24398;<p>Monasterio fundado en el siglo X y renovado a finales del XII según la regla cisterciense, llamado al principio San Miguel de Almázcara, y que posee una Portada románica que da acceso al Capítulo.</p><p>Iglesia del siglo XVII con el retablo mayor barroco y el célebre relicario del coro. El claustro del Palacio es del siglo XVII y otro claustro del neoclásico.</p>;Edad Media;42.583083;-6.523172;León;Congosto;San Miguel de las Dueñas;42.583083,-6.523172;"{""provincia"": ""León"", ""municipio"": ""Congosto"", ""localidad"": ""San Miguel de las Dueñas""}";"{""latitud"": ""42.583083"", ""longitud"": ""-6.523172""}"
25575;Monasterio de San Vicente;Monasterios;11908;San vicente el Real, s/n;Arquitectura Religiosa;Monasterio / Convento;40003;<p>Situado extramuros de la ciudad de Segovia, a orillas del río Eresma, e integrado en un paisaje de gran belleza, se alza este Monasterio, de origen incierto y resultado de al menos tres etapas constructivas: Tardorománica, Baja Edad Media y desde el siglo XVII.</p><p>Es el más antiguo de la ciudad. En el año 140 había un templo dedicado a Júpiter que fue destruido por un incendio. En el año 919 ya se había edificado el templo dedicado a San Vicente.</p>;Edad Media;40.957129;-4.116358;Segovia;Segovia;Segovia;40.957129,-4.116358;"{""provincia"": ""Segovia"", ""municipio"": ""Segovia"", ""localidad"": ""Segovia""}";"{""latitud"": ""40.957129"", ""longitud"": ""-4.116358""}"
25582;Monasterio de San Pedro de Montes;Monasterios;5205;;Arquitectura Religiosa;Monasterio / Convento;24415;"<p>Fundado en el siglo VII por San Fructuoso, permaneció en activo hasta la invasión musulmana. Fue reconstruido más tarde por San Genadio y su nueva construcción data de los siglos XII al XIII. Actualmente, recoge diversos estilos: prerrománico, presente en alguno de los capiteles conservados; el románico de la torre, el claustro y la fachada de la iglesia, pertenecientes al siglo XVIII.</p>";"Edad Moderna;Edad Media";42.445976;-6.570562;León;Ponferrada;Montes de Valdueza;42.445976,-6.570562;"{""provincia"": ""León"", ""municipio"": ""Ponferrada"", ""localidad"": ""Montes de Valdueza""}";"{""latitud"": ""42.445976"", ""longitud"": ""-6.570562""}"
25587;Monasterio de Santa  Clara;Monasterios;8183;Convento Clarisas S /N;Arquitectura Religiosa;Monasterio / Convento;34190;<p>La iglesia, de una sola nave, conserva su exterior mudéjar y relieves de yeserías en el interior. Se halla el retablo mayor barroco con destacadas tallas y dos retablos barrocos menores en los laterales. El monasterio es de estilo mudéjar y, actualmente, es casa de retiro y oración.</p>;Edad Media;41.942402;-4.505116;Palencia;Villamuriel de Cerrato;Calabazanos;41.942402,-4.505116;"{""provincia"": ""Palencia"", ""municipio"": ""Villamuriel de Cerrato"", ""localidad"": ""Calabazanos""}";"{""latitud"": ""41.942402"", ""longitud"": ""-4.505116""}"
25621;Monasterio de Santa María;Monasterios;11475;Coto de San Bernardo;Arquitectura Religiosa;Monasterio / Convento;40237;"<p>Construcción de los siglos que van del XII al XVIII; un importante monasterio cisterciense, reformado. Gran parte del monasterio fue llevado a EEUU.</p><p>La Iglesia la forman una espadaña, dos capillas escalonadas, capiteles de temas florales y linterna gótica sobre el crucero. Altar central de piedra policromada y un retablo con bajorrelieves (Anunciación, Nacimiento y Adoración) similares al de Covarrubias, en Burgos.</p>";Edad Media;41.498766;-3.924441;Segovia;Sacramenia;Sacramenia;41.498766,-3.924441;"{""provincia"": ""Segovia"", ""municipio"": ""Sacramenia"", ""localidad"": ""Sacramenia""}";"{""latitud"": ""41.498766"", ""longitud"": ""-3.924441""}"
25650;Monasterio de Santa Cruz la Real;Monasterios;11776;Cardenal Zúñiga s/n;Arquitectura Religiosa;Monasterio / Convento;40003;"<p>Se construy&oacute; entre los siglos XV y XVI, aunque fue reedificado por los Reyes Cat&oacute;licos. La iglesia es de estilo g&oacute;tico, y el convento comenz&oacute; a construirse en el siglo XIII. Conserva una cueva, denominada la Cueva de Santo Domingo de Guzm&aacute;n, donde hizo penitencia el santo.</p>
<p>Actualmente es la sede de la IE Universidad.</p>";"Edad Moderna;Edad Media";40.952913;-4.119408;Segovia;Segovia;Segovia;40.952913,-4.119408;"{""provincia"": ""Segovia"", ""municipio"": ""Segovia"", ""localidad"": ""Segovia""}";"{""latitud"": ""40.952913"", ""longitud"": ""-4.119408""}"
25788;Monasterio de San Juan;Monasterios;1644;Pza. San Juan s/n;Arquitectura Religiosa;Monasterio / Convento;9004;<p>Fundado a finales del siglo XI este monasterio experimenta desde inicios del siglo XII una depresión de la que no saldría hasta su reforma en 1434, tras un incendio. Conserva el claustro, la sala capitular y las ruinas de la iglesia.</p>;"Edad Moderna;Edad Media";42.342933;-3.695763;Burgos;Burgos;Burgos;42.342933,-3.695763;"{""provincia"": ""Burgos"", ""municipio"": ""Burgos"", ""localidad"": ""Burgos""}";"{""latitud"": ""42.342933"", ""longitud"": ""-3.695763""}"
25964;Convento de las Úrsulas;Monasterios;9766;Calle de Úrsulas, 2;Arquitectura Religiosa;Monasterio / Convento;37002;"<p align=""justify""><span>Fue fundado en el siglo XVI por el Arzobispo Alonso de Fonseca. </span></p>
<p align=""justify""><span>La iglesia es de estilo g&oacute;tico con una nave cubierta con b&oacute;vedas de crucer&iacute;a estrellada y &aacute;bside poligonal. </span></p>
<p align=""justify""><span>En el interior se conservan importantes muestras de arte religioso, entre las que destaca el sepulcro de m&aacute;rmol en forma de t&uacute;mulo de Don Alonso de Fonseca, labrado por Diego de Silo&eacute;. </span></p>
<p align=""justify""><span>En el muro del Evangelio se encuentra la tumba del mayordomo del arzobispo, Don Francisco Rivas.</span></p>";"Edad Moderna;Edad Media";40.966238;-5.667108;Salamanca;Salamanca;Salamanca;40.966238,-5.667108;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.966238"", ""longitud"": ""-5.667108""}"
25965;Convento de San Esteban;Monasterios;9872;Plaza del Concilio de Trento, s/n;Arquitectura Religiosa;Monasterio / Convento;37001;"<p align=""justify"">Es un convento de la Orden de los Dominicos. Su construcci&oacute;n se realiz&oacute; entre los siglos XVI y XVII. Es de estilo g&oacute;tico, pero su decoraci&oacute;n es plateresca y barroca. La iglesia es de planta de cruz latina, con nave &uacute;nica, en cuyo interior destaca su retablo barroco que tiene columnas salom&oacute;nicas, obra de Jos&eacute; de Churriguera. En el lienzo principal se representa la escena del martirio de San Esteban, obra de Claudio Coello. El edificio cuenta con tres claustros, siendo el m&aacute;s interesante el de los Reyes.</p>";Edad Moderna;40.960147;-5.662511;Salamanca;Salamanca;Salamanca;40.960147,-5.662511;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.960147"", ""longitud"": ""-5.662511""}"
26014;Convento de San Francisco;Monasterios;14839;Paseo San Francisco, 1;Arquitectura Religiosa;Monasterio / Convento;47800;"<p align=""justify"">Fundado a finales del XV se construy&oacute; en estilo tardo-g&oacute;tico, hoy en d&iacute;a todas las dependencias han desaparecido menos la iglesia. &Eacute;sta fue construida en piedra, tiene una nave con capillas hornacinas entre contrafuertes y cinco tramos separados por gruesos pilares circulares adosados.</p>";"Edad Moderna;Edad Media";41.880109;-5.04069;Valladolid;Medina de Rioseco;Medina de Rioseco;41.880109,-5.04069;"{""provincia"": ""Valladolid"", ""municipio"": ""Medina de Rioseco"", ""localidad"": ""Medina de Rioseco""}";"{""latitud"": ""41.880109"", ""longitud"": ""-5.04069#""}"
26035;Ruinas Monasterio San Facundo y San Primitivo;Monasterios;5427;Alfonso VI, 9;Arquitectura Religiosa;Monasterio / Convento;24320;<p>Solamente quedan en pie tres partes del mismo, entre ellas La Capilla de San Mancio, que se dedicó a San Benito, tal y como atestigua la inscripción de la consagración del altar por el Obispo de Astorga en 1184.</p><p>La Torre, sobre un lado de la cabecera del Monasterio. Antes de su destrucción había otra torre gemela, cuyos restos se pueden ver a la izquierda de la existente, donde se instaló el reloj de la Villa, y que gracias a ello se salvó de la destrucción, acaecida en 1835, pocos días antes de ser inaugurada tras la última restauración.</p><p>También se conserva el Arco de San Benito, portada meridional de la Iglesia, hoy atravesada por la carretera como si fuera un arco triunfal. Se trata de una obra de Don Felipe Berrojo, fechada en 1662, que constituye una gran decoración dórica, con el escudo real, estatuas e inscripciones.</p>;Edad Media;42.370971;-5.032935;León;Sahagún;Sahagún;42.370971,-5.032935;"{""provincia"": ""León"", ""municipio"": ""Sahagún"", ""localidad"": ""Sahagún""}";"{""latitud"": ""42.370971"", ""longitud"": ""-5.032935""}"
26039;Ruinas Monasterio de Santa María de Sierra;Monasterios;10806;;Arquitectura Religiosa;Monasterio / Convento;40170;<p>Procede del siglo XIII y se convirtió en una de las primeras fundaciones del Císter.</p>;Edad Media;41.026864;-3.913426;Segovia;Collado Hermoso;Collado Hermoso;41.026864,-3.913426;"{""provincia"": ""Segovia"", ""municipio"": ""Collado Hermoso"", ""localidad"": ""Collado Hermoso""}";"{""latitud"": ""41.026864"", ""longitud"": ""-3.913426""}"
26201;Convento de las Dueñas;Monasterios;9757;Plaza del Concilio de Trento s/n;Arquitectura Religiosa;Monasterio / Convento;;"<p>Convento que en su origen fue un gran palacio, rehecho en el siglo XVI cuando se construy&oacute; la iglesia y el convento, a partir de 1530. Iglesia cuyas b&oacute;vedas fueron alzadas por Mart&iacute;n Navarro hacia 1560 bajo la direcci&oacute;n de Rodrigo Gil de Honta&ntilde;&oacute;n.</p>
<p>Se piensa que el templo y la portada fueron trazados por el lego dominico Fray Mart&iacute;n de Santiago, que remat&oacute; el edificio con una loggia adintelada, ilumin&aacute;ndolo a trav&eacute;s de grandes ventanas con arcos de medio punto. El Claustro engloba gran parte del inter&eacute;s del Conjunto Conventual, pues es su construcci&oacute;n abundaba el dinero, invirti&eacute;ndose, en parte, en los escultores. Su planta dibuja un pent&aacute;gono y de altura tiene dos pisos. La rica y bella escultura es de los seguidores de Alonso Berruguete. Un lugar as&iacute; con gran riqueza en su construcci&oacute;n arquitect&oacute;nica y su ornamento interior.&nbsp;</p>";"Edad Moderna;Edad Media";40.961254;-5.663625;Salamanca;Salamanca;Salamanca;40.961254,-5.663625;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.961254"", ""longitud"": ""-5.663625""}"
26202;Monasterio de Santo Domingo de Guzmán;Monasterios;;Plaza de Santo Domingo s/n;Arquitectura Religiosa;Monasterio / Convento;9451;"<p>En el pueblo de Caleruega, lugar donde naci&oacute; Santo Domingo de Guzm&aacute;n, maestro evangelizador europeo. Real Monasterio en cuyo archivo se cuenta con varios Privilegios reales, donaciones a la fundaci&oacute;n, ordenaciones de algunos Maestros de la Orden, Bulas Papales,... que datan desde el s. XIII y que se hallan muy bien conservados por la monjitas durante siglos.</p>
<p>Un lugar especial que abre las puertas a todos los que quieren compartir la liturgia, oraci&oacute;n, cercan&iacute;a,..., que aqu&iacute; se siente. Un lugar que quien lo visita, adem&aacute;s de disfrutar de su riqueza arquitect&oacute;nica, dice sentir algo especial.&nbsp;</p>
<p>El Real Monasterio de Santo Domingo de Caleruega en Burgos alberga los restos de un sepulcro medieval perteneciente a la Infanta Do&ntilde;a Leonor, una de las hijas del monarca Alfonso X el Sabio, hasta ahora pr&aacute;cticamente desconocido.<br/> <br/> En el &uacute;ltimo a&ntilde;o, y vinculado a su restauraci&oacute;n, promovida por la Consejer&iacute;a de Cultura y Turismo de la Junta de Castilla y Le&oacute;n, se ha desarrollado un amplio estudio por parte de un equipo interdisciplinar que ha permitido obtener informaci&oacute;n hist&oacute;rica y t&eacute;cnica y plantear una recreaci&oacute;n virtual:</p>
<p><a href=""http://www.jcyl.es/jcyl/patrimoniocultural/leonorf/www/index.html"">http://www.jcyl.es/jcyl/patrimoniocultural/leonorf/www/index.html</a></p>
<br/>";Edad Media;41.824596;-3.487288;Burgos;Caleruega;Caleruega;41.824596,-3.487288;"{""provincia"": ""Burgos"", ""municipio"": ""Caleruega"", ""localidad"": ""Caleruega""}";"{""latitud"": ""41.824596"", ""longitud"": ""-3.487288""}"
26205;Antiguo Convento de Las Monjas;Monasterios;42;;Arquitectura Religiosa;Monasterio / Convento;5580;"<p>Este convento de las Monjas de Santa Cruz fue fundado por Sor Mar&iacute;a de Santo Domingo, de la Orden de las Dominicanas, en el siglo XVI. Un convento con la tipolog&iacute;a cl&aacute;sica de los conjuntos religiosos: Iglesia, claustro y dependencias en torno a &eacute;ste.</p>
<p>En la actualidad se conservan restos del claustro y arcos, con pilares de base g&oacute;tica y otros elementos de inter&eacute;s, adem&aacute;s de los escudos de la orden dominica. Iglesia reconstruida en el siglo XVII, manteniendo en la portada el escudo de los Duques de Alba. La fachada se construy&oacute; en mamposter&iacute;a, el interior con arcos de influencia mud&eacute;jar y otros de medio punto labrados en piedra. Un conjunto restaurado.</p>";Edad Moderna;40.381465;-5.420602;Ávila;Aldeanueva de Santa Cruz;Aldeanueva de Santa Cruz;40.381465,-5.420602;"{""provincia"": ""Ávila"", ""municipio"": ""Aldeanueva de Santa Cruz"", ""localidad"": ""Aldeanueva de Santa Cruz""}";"{""latitud"": ""40.381465"", ""longitud"": ""-5.420602""}"
26247;Convento de Santa María de La Vega;Monasterios;9748;Paseo del Tormes, s/n;Arquitectura Religiosa;Monasterio / Convento;37007;"<p align=""justify"">Estamos ante un Monasterio cuyos or&iacute;genes se remontan a principios del siglo XII, a&ntilde;o 1150, con origen en una Iglesia dedicada&nbsp;a Santa Mar&iacute;a de la Vega. Es a finales de siglo cuando al fin se asientan los Can&oacute;nigos de San Agust&iacute;n, construyendo la Iglesia y el Convento, del cual se conservan restos de cinco arcos en el claustro, arcos semicirculares&nbsp;que forman una arquer&iacute;a de columnas pareadas.</p>
<p align=""justify"">En su escultura destacan 16 capiteles con escenas de caza, bailes, animales y vegetales. Muchas de sus riquezas se han perdido o no se hallan en su lugar de origen, pero aun as&iacute; es un&nbsp; hermoso conjunto que aun siendo intervenido conserva su grandeza, riqueza, altura y belleza singular.&nbsp;</p>";Edad Media;40.955371;-5.660519;Salamanca;Salamanca;Salamanca;40.955371,-5.660519;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.955371"", ""longitud"": ""-5.660519""}"
35741;Convento de San Vítores;Monasterios;;;Arquitectura Religiosa;Monasterio / Convento;9272;"<p><span>Es el s&iacute;mbolo de uni&oacute;n de la comarca de la ""Riojilla-Burgalesa, as&iacute; como de otros pueblos y devotos a San V&iacute;tores que seg&uacute;n la tradici&oacute;n fue martirizado y decapitado por los musulmanes en Quintanilla de las Due&ntilde;as.</span></p>
<p>La iglesia es de una sola nave, con crucero y brazos laterales, de cruz latina y capillas a cada lado.&nbsp;Destacan el retablo mayor, la urna con los restos del Santo, el sepulcro g&oacute;tico de San Vitores, el refectorio y en el exterior el Escudo de los Velasco.</p>";Edad Media;42.468121;-3.178539;Burgos;Fresno de Río Tirón;Fresno de Río Tirón;42.468121,-3.178539;"{""provincia"": ""Burgos"", ""municipio"": ""Fresno de Río Tirón"", ""localidad"": ""Fresno de Río Tirón""}";"{""latitud"": ""42.468121"", ""longitud"": ""-3.178539""}"
